"order_id";"customer_id";"product_id";"quantity";"unit_price";"order_date";"delivery_status";"payment_method";"region";"discount_applied";"email";"signup_date";"gender";"loyalty_tier";"product_name";"category";"launch_date";"base_price";"supplier_code";"revenue"
"O305437";"C00008";"P0026";3;16.59;"2006-07-25";"Delivered";"Bank transfer";"East";0.05;"amandasanchez@gray-mayo.net";"2029-09-24";"Male";"Gold";"Storage Product 50";"Storage";"2008-02-25";27.06;"S952";47.28
"O828103";"C00008";"P0005";4;46.14;"2006-07-25";"Cancelled";"Credit card";"South";0.0;"amandasanchez@gray-mayo.net";"2029-09-24";"Male";"Gold";"Personal Care Product 1";"Personal Care";"2020-10-24";31.1;"S559";184.56
"O753282";"C00008";"P0007";4;39.63;"2006-07-25";"Cancelled";"Bank transfer";"East";0.05;"amandasanchez@gray-mayo.net";"2029-09-24";"Male";"Gold";"Personal Care Product 64";"Personal Care";"2030-09-24";33.63;"S379";150.59
"O490290";"C00009";"P0004";4;23.0;"2006-07-25";"Delivered";"Credit card";"East";0.2;"perezantonio@yahoo.com";"2008-12-24";"Female";"Silver";"Kitchen Product 82";"Kitchen";"2019-04-25";9.13;"S589";73.6
"O290605";"C00009";"P0023";4;13.47;"2006-07-25";"Delivered";"Credit card";"Central";0.15;"perezantonio@yahoo.com";"2008-12-24";"Female";"Silver";"Outdoors Product 32";"Outdoors";"2018-01-25";36.04;"S907";45.8
"O110354";"C00010";"P0026";1;11.32;"2006-07-25";"Delivered";"Bank transfer";"South";0.15;"clarksherri@hotmail.com";"2005-11-24";"Male";"Gold";"Storage Product 50";"Storage";"2008-02-25";27.06;"S952";9.62
"O637085";"C00010";"P0020";1;15.18;"2006-07-25";"Delayed";"Credit card";"East";0.15;"clarksherri@hotmail.com";"2005-11-24";"Male";"Gold";"Cleaning Product 40";"Cleaning";"2011-08-24";30.27;"S492";12.9
"O431303";"C00011";"P0015";1;23.92;"2006-07-25";"Delivered";"Credit card";"West";0.05;"pfoster@thomas-taylor.net";"2031-01-25";"Other";"Silver";"Storage Product 10";"Storage";"2008-08-24";39.21;"S466";22.72
"O820253";"C00011";"P0012";3;29.74;"2006-07-25";"Delivered";"Credit card";"Central";0.05;"pfoster@thomas-taylor.net";"2031-01-25";"Other";"Silver";"Cleaning Product 29";"Cleaning";"2019-04-25";14.67;"S481";84.76
"O111132";"C00011";"P0020";3;20.81;"2006-07-25";"Delivered";"Credit card";"Central";0.05;"pfoster@thomas-taylor.net";"2031-01-25";"Other";"Silver";"Cleaning Product 40";"Cleaning";"2011-08-24";30.27;"S492";59.31
"O845573";"C00011";"P0025";2;49.92;"2006-07-25";"Cancelled";"Bank transfer";"Central";0.1;"pfoster@thomas-taylor.net";"2031-01-25";"Other";"Silver";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";89.86
"O993331";"C00012";"P0026";2;13.14;"2006-07-25";"Delivered";"Credit card";"North";0.1;"zhurst@yahoo.com";"2029-09-24";"Female";"Silver";"Storage Product 50";"Storage";"2008-02-25";27.06;"S952";23.65
"O651709";"C00013";"P0021";1;12.97;"2006-07-25";"Delayed";"Credit card";"Central";0.2;"ddavis@hernandez.biz";"2022-02-25";"Female";"Gold";"Kitchen Product 70";"Kitchen";"2028-09-24";20.23;"S643";10.38
"O725263";"C00013";"P0013";5;35.05;"2006-07-25";"Delayed";"Credit card";"South";0.05;"ddavis@hernandez.biz";"2022-02-25";"Female";"Gold";"Cleaning Product 94";"Cleaning";"2017-06-25";36.52;"S914";166.49
"O845999";"C00013";"P0007";2;39.08;"2006-07-25";"Delivered";"Paypal";"Central";0.1;"ddavis@hernandez.biz";"2022-02-25";"Female";"Gold";"Personal Care Product 64";"Personal Care";"2030-09-24";33.63;"S379";70.34
"O429842";"C00014";"P0023";1;25.29;"2006-07-25";"Delivered";"Credit card";"Central";0.1;"djames@king.com";"2027-03-25";"Other";"Gold";"Outdoors Product 32";"Outdoors";"2018-01-25";36.04;"S907";22.76
"O776763";"C00014";"P0006";3;22.52;"2006-07-25";"Delayed";"Credit card";"East";0.1;"djames@king.com";"2027-03-25";"Other";"Gold";"Cleaning Product 16";"Cleaning";"2009-10-24";36.06;"S980";60.8
"O272400";"C00014";"P0002";2;13.15;"2006-07-25";"Cancelled";"Credit card";"West";0.05;"djames@king.com";"2027-03-25";"Other";"Gold";"Cleaning Product 82";"Cleaning";"2018-08-24";34.23;"S974";24.99
"O562529";"C00014";"P0021";1;24.58;"2006-07-25";"Cancelled";"Credit card";"Central";0.1;"djames@king.com";"2027-03-25";"Other";"Gold";"Kitchen Product 70";"Kitchen";"2028-09-24";20.23;"S643";22.12
"O146360";"C00014";"P0004";3;32.63;"2006-07-25";"Delayed";"Paypal";"Central";0.0;"djames@king.com";"2027-03-25";"Other";"Gold";"Kitchen Product 82";"Kitchen";"2019-04-25";9.13;"S589";97.89
"O918384";"C00015";"P0002";5;12.92;"2006-07-25";"Delayed";"Bank transfer";"North";0.15;"daniel62@yahoo.com";"2007-07-24";"Female";"Bronze";"Cleaning Product 82";"Cleaning";"2018-08-24";34.23;"S974";54.91
"O771682";"C00015";"P0019";3;25.85;"2006-07-25";"Cancelled";"Credit card";"West";0.15;"daniel62@yahoo.com";"2007-07-24";"Female";"Bronze";"Kitchen Product 42";"Kitchen";"2017-07-24";30.3;"S993";65.92
"O819734";"C00016";"P0019";2;14.41;"2006-07-25";"Delayed";"Credit card";"South";0.15;"williamrodriguez@hotmail.com";"2029-10-24";"Other";"Gld";"Kitchen Product 42";"Kitchen";"2017-07-24";30.3;"S993";24.5
"O363324";"C00016";"P0009";5;27.16;"2006-07-25";"Delayed";"Credit card";"North";0.05;"williamrodriguez@hotmail.com";"2029-10-24";"Other";"Gld";"Outdoors Product 13";"Outdoors";"2018-04-25";8.0;"S695";129.01
"O579968";"C00016";"P0020";1;44.07;"2006-07-25";"Delayed";"Credit card";"South";0.15;"williamrodriguez@hotmail.com";"2029-10-24";"Other";"Gld";"Cleaning Product 40";"Cleaning";"2011-08-24";30.27;"S492";37.46
"O839596";"C00017";"P0025";3;47.06;"2006-07-25";"Delayed";"Credit card";"Central";0.15;"nathanielmartin@sellers.com";"";"Male";"Gold";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";120.0
"O974322";"C00017";"P0023";1;10.67;"2006-07-25";"Delayed";"Credit card";"East";0.15;"nathanielmartin@sellers.com";"";"Male";"Gold";"Outdoors Product 32";"Outdoors";"2018-01-25";36.04;"S907";9.07
"O711767";"C00017";"P0030";3;15.85;"2006-07-25";"Delivered";"Paypal";"Central";0.1;"nathanielmartin@sellers.com";"";"Male";"Gold";"Cleaning Product 72";"Cleaning";"2004-04-25";9.77;"S455";42.8
"O398194";"C00017";"P0020";2;42.91;"2006-07-25";"Delayed";"Paypal";"North";0.2;"nathanielmartin@sellers.com";"";"Male";"Gold";"Cleaning Product 40";"Cleaning";"2011-08-24";30.27;"S492";68.66
"O310101";"C00018";"P0013";4;10.91;"2006-07-25";"Delivered";"Credit card";"West";0.2;"john39@gmail.com";"2008-08-24";"Female";"Bronze";"Cleaning Product 94";"Cleaning";"2017-06-25";36.52;"S914";34.91
"O620883";"C00018";"P0029";2;31.05;"2006-07-25";"Delayed";"Credit card";"West";0.15;"john39@gmail.com";"2008-08-24";"Female";"Bronze";"Cleaning Product 69";"Cleaning";"2015-03-25";23.41;"S424";52.79
"O207825";"C00018";"P0028";4;9.07;"2006-07-25";"Delayed";"Paypal";"East";0.05;"john39@gmail.com";"2008-08-24";"Female";"Bronze";"Outdoors Product 53";"Outdoors";"2010-04-25";34.28;"S587";34.47
"O754562";"C00018";"P0008";1;15.79;"2006-07-25";"Delayed";"Credit card";"Central";0.2;"john39@gmail.com";"2008-08-24";"Female";"Bronze";"Storage Product 47";"Storage";"2029-08-24";31.96;"S788";12.63
"O354389";"C00018";"P0004";2;37.56;"2006-07-25";"Cancelled";"Credit card";"West";0.1;"john39@gmail.com";"2008-08-24";"Female";"Bronze";"Kitchen Product 82";"Kitchen";"2019-04-25";9.13;"S589";67.61
"O617147";"C00019";"P0030";3;11.79;"2006-07-25";"Delivered";"Paypal";"West";0.15;"spenceamanda@gmail.com";"2024-08-24";"Female";"Gold";"Cleaning Product 72";"Cleaning";"2004-04-25";9.77;"S455";30.06
"O796311";"C00019";"P0020";3;18.12;"2006-07-25";"Delivered";"Credit card";"Central";0.15;"spenceamanda@gmail.com";"2024-08-24";"Female";"Gold";"Cleaning Product 40";"Cleaning";"2011-08-24";30.27;"S492";46.21
"O319257";"C00019";"P0006";2;14.72;"2006-07-25";"Delayed";"Paypal";"South";0.05;"spenceamanda@gmail.com";"2024-08-24";"Female";"Gold";"Cleaning Product 16";"Cleaning";"2009-10-24";36.06;"S980";27.97
"O913237";"C00019";"P0018";4;20.08;"2006-07-25";"Delayed";"Bank transfer";"North";0.1;"spenceamanda@gmail.com";"2024-08-24";"Female";"Gold";"Storage Product 37";"Storage";"2018-07-24";6.08;"S767";72.29
"O123914";"C00020";"P0023";2;41.7;"2006-07-25";"Delivered";"Credit card";"Central";0.0;"josephbrennan@yahoo.com";"2026-09-24";"Female";"Gold";"Outdoors Product 32";"Outdoors";"2018-01-25";36.04;"S907";83.4
"O521287";"C00020";"P0020";3;38.79;"2006-07-25";"Delayed";"Bank transfer";"North";0.0;"josephbrennan@yahoo.com";"2026-09-24";"Female";"Gold";"Cleaning Product 40";"Cleaning";"2011-08-24";30.27;"S492";116.37
"O652283";"C00020";"P0003";4;14.4;"2006-07-25";"Delayed";"Paypal";"Central";0.0;"josephbrennan@yahoo.com";"2026-09-24";"Female";"Gold";"Cleaning Product 85";"Cleaning";"2015-07-24";7.92;"S745";57.6
"O545752";"C00020";"P0022";2;19.1;"2006-07-25";"Delivered";"Credit card";"East";0.0;"josephbrennan@yahoo.com";"2026-09-24";"Female";"Gold";"Cleaning Product 86";"Cleaning";"2004-10-24";19.77;"S924";38.2
"O160700";"C00021";"P0022";3;18.3;"2006-07-25";"Delayed";"Bank transfer";"Central";0.0;"raymond57@hayes.com";"2019-02-25";"Male";"Silver";"Cleaning Product 86";"Cleaning";"2004-10-24";19.77;"S924";54.9
"O866407";"C00021";"P0023";1;44.01;"2006-07-25";"Cancelled";"Credit card";"East";0.2;"raymond57@hayes.com";"2019-02-25";"Male";"Silver";"Outdoors Product 32";"Outdoors";"2018-01-25";36.04;"S907";35.21
"O377376";"C00022";"P0027";4;36.68;"2006-07-25";"Delivered";"Paypal";"South";0.05;"adrianzimmerman@perez.com";"2002-08-24";"Female";"Silver";"Outdoors Product 55";"Outdoors";"2021-09-24";23.05;"S127";139.38
"O837906";"C00022";"P0017";4;43.81;"2006-07-25";"Delayed";"Credit card";"West";0.0;"adrianzimmerman@perez.com";"2002-08-24";"Female";"Silver";"Personal Care Product 11";"Personal Care";"2016-12-24";16.46;"S594";175.24
"O621543";"C00023";"P0023";4;37.09;"2006-07-25";"Delivered";"Credit card";"West";0.0;"elizabeth38@cummings.org";"2005-01-25";"Male";"Gold";"Outdoors Product 32";"Outdoors";"2018-01-25";36.04;"S907";148.36
"O409756";"C00023";"P0025";5;27.9;"2006-07-25";"Delayed";"Credit card";"East";0.2;"elizabeth38@cummings.org";"2005-01-25";"Male";"Gold";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";111.6
"O565819";"C00023";"P0005";5;42.62;"2006-07-25";"Delayed";"Credit card";"Central";0.0;"elizabeth38@cummings.org";"2005-01-25";"Male";"Gold";"Personal Care Product 1";"Personal Care";"2020-10-24";31.1;"S559";213.1
"O259676";"C00023";"P0003";5;29.67;"2006-07-25";"Delivered";"Paypal";"East";0.2;"elizabeth38@cummings.org";"2005-01-25";"Male";"Gold";"Cleaning Product 85";"Cleaning";"2015-07-24";7.92;"S745";118.68
"O670568";"C00023";"P0005";1;26.2;"2006-07-25";"Delayed";"Credit card";"Central";0.05;"elizabeth38@cummings.org";"2005-01-25";"Male";"Gold";"Personal Care Product 1";"Personal Care";"2020-10-24";31.1;"S559";24.89
"O247208";"C00023";"P0017";1;43.17;"2006-07-25";"Delivered";"Paypal";"Central";0.15;"elizabeth38@cummings.org";"2005-01-25";"Male";"Gold";"Personal Care Product 11";"Personal Care";"2016-12-24";16.46;"S594";36.69
"O946258";"C00024";"P0025";1;26.5;"2006-07-25";"Delivered";"Credit card";"West";0.2;"maguirre@davis.com";"2017-12-24";"Female";"Silver";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";21.2
"O131144";"C00024";"P0006";4;17.23;"2006-07-25";"Delayed";"Credit card";"Central";0.15;"maguirre@davis.com";"2017-12-24";"Female";"Silver";"Cleaning Product 16";"Cleaning";"2009-10-24";36.06;"S980";58.58
"O585040";"C00025";"P0023";4;46.64;"2006-07-25";"Cancelled";"Credit card";"East";0.0;"dshields@hotmail.com";"2016-03-25";"Female";"Gold";"Outdoors Product 32";"Outdoors";"2018-01-25";36.04;"S907";186.56
"O803369";"C00025";"P0025";3;19.25;"2006-07-25";"Delivered";"Paypal";"West";0.05;"dshields@hotmail.com";"2016-03-25";"Female";"Gold";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";54.86
"O747332";"C00025";"P0001";3;17.87;"2006-07-25";"Delayed";"Credit card";"East";0.05;"dshields@hotmail.com";"2016-03-25";"Female";"Gold";"Storage Product 39";"Storage";"2011-03-25";15.88;"S339";50.93
"O535019";"C00026";"P0021";5;33.58;"2006-07-25";"Delayed";"Credit card";"South";0.2;"powellmatthew@wright.net";"2027-12-24";"Female";"Gold";"Kitchen Product 70";"Kitchen";"2028-09-24";20.23;"S643";134.32
"O911487";"C00027";"P0020";2;19.18;"2006-07-25";"Delayed";"Credit card";"East";0.2;"dwhite@baxter.info";"2015-05-25";"Male";"Gold";"Cleaning Product 40";"Cleaning";"2011-08-24";30.27;"S492";30.69
"O419116";"C00027";"P0005";2;49.57;"2006-07-25";"Delayed";"Credit card";"East";0.15;"dwhite@baxter.info";"2015-05-25";"Male";"Gold";"Personal Care Product 1";"Personal Care";"2020-10-24";31.1;"S559";84.27
"O787283";"C00028";"P0004";3;11.39;"2006-07-25";"Delivered";"Paypal";"South";0.15;"pearsonamber@novak.com";"2010-12-24";"Female";"Gold";"Kitchen Product 82";"Kitchen";"2019-04-25";9.13;"S589";29.04
"O258758";"C00028";"P0025";4;19.56;"2006-07-25";"Delayed";"Paypal";"East";0.05;"pearsonamber@novak.com";"2010-12-24";"Female";"Gold";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";74.33
"O948197";"C00028";"P0030";2;41.45;"2006-07-25";"Delayed";"Paypal";"East";0.1;"pearsonamber@novak.com";"2010-12-24";"Female";"Gold";"Cleaning Product 72";"Cleaning";"2004-04-25";9.77;"S455";74.61
"O926281";"C00029";"P0025";3;14.6;"2006-07-25";"Delivered";"Bank transfer";"East";0.2;"zlewis@gmail.com";"2007-09-24";"Male";"Silver";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";35.04
"O455787";"C00029";"P0023";4;19.78;"2006-07-25";"Delayed";"Credit card";"West";0.0;"zlewis@gmail.com";"2007-09-24";"Male";"Silver";"Outdoors Product 32";"Outdoors";"2018-01-25";36.04;"S907";79.12
"O915810";"C00029";"P0021";1;33.87;"2006-07-25";"Delivered";"Credit card";"Central";0.05;"zlewis@gmail.com";"2007-09-24";"Male";"Silver";"Kitchen Product 70";"Kitchen";"2028-09-24";20.23;"S643";32.18
"O320877";"C00029";"P0001";3;48.72;"2006-07-25";"Delayed";"Paypal";"North";0.05;"zlewis@gmail.com";"2007-09-24";"Male";"Silver";"Storage Product 39";"Storage";"2011-03-25";15.88;"S339";138.85
"O130443";"C00030";"P0012";1;23.15;"2006-07-25";"Delayed";"Credit card";"West";0.2;"gallowayjoseph@yahoo.com";"2024-10-24";"Male";"Gold";"Cleaning Product 29";"Cleaning";"2019-04-25";14.67;"S481";18.52
"O601053";"C00030";"P0020";2;10.53;"2006-07-25";"Delivered";"Credit card";"South";0.2;"gallowayjoseph@yahoo.com";"2024-10-24";"Male";"Gold";"Cleaning Product 40";"Cleaning";"2011-08-24";30.27;"S492";16.85
"O946044";"C00031";"P0016";3;43.98;"2006-07-25";"Delivered";"Bank transfer";"East";0.1;"smoore@gmail.com";"2028-07-24";"Female";"Gold";"Cleaning Product 53";"Cleaning";"2020-02-25";26.71;"S715";118.75
"O269653";"C00031";"P0025";2;41.57;"2006-07-25";"Delivered";"Credit card";"South";0.0;"smoore@gmail.com";"2028-07-24";"Female";"Gold";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";83.14
"O355741";"C00031";"P0027";1;30.56;"2006-07-25";"Delivered";"Credit card";"North";0.2;"smoore@gmail.com";"2028-07-24";"Female";"Gold";"Outdoors Product 55";"Outdoors";"2021-09-24";23.05;"S127";24.45
"O501803";"C00031";"P0003";1;32.76;"2006-07-25";"Cancelled";"Credit card";"Central";0.2;"smoore@gmail.com";"2028-07-24";"Female";"Gold";"Cleaning Product 85";"Cleaning";"2015-07-24";7.92;"S745";26.21
"O427399";"C00032";"P0028";3;27.29;"2006-07-25";"Delivered";"Credit card";"West";0.0;"brian97@calhoun.net";"2006-08-24";"Female";"Gold";"Outdoors Product 53";"Outdoors";"2010-04-25";34.28;"S587";81.87
"O151706";"C00032";"P0011";5;43.37;"2006-07-25";"Delayed";"Bank transfer";"North";0.2;"brian97@calhoun.net";"2006-08-24";"Female";"Gold";"Kitchen Product 53";"Kitchen";"2025-03-25";11.08;"S645";173.48
"O559255";"C00033";"P0027";4;42.76;"2006-07-25";"Cancelled";"Bank transfer";"South";0.1;"larsonemma@powell.com";"2015-02-25";"Other";"Gold";"Outdoors Product 55";"Outdoors";"2021-09-24";23.05;"S127";153.94
"O312424";"C00033";"P0007";5;44.91;"2006-07-25";"Cancelled";"Credit card";"South";0.2;"larsonemma@powell.com";"2015-02-25";"Other";"Gold";"Personal Care Product 64";"Personal Care";"2030-09-24";33.63;"S379";179.64
"O993718";"C00033";"P0004";3;42.47;"2006-07-25";"Delivered";"Bank transfer";"Central";0.0;"larsonemma@powell.com";"2015-02-25";"Other";"Gold";"Kitchen Product 82";"Kitchen";"2019-04-25";9.13;"S589";127.41
"O992635";"C00033";"P0021";1;41.44;"2006-07-25";"Delivered";"Paypal";"North";0.05;"larsonemma@powell.com";"2015-02-25";"Other";"Gold";"Kitchen Product 70";"Kitchen";"2028-09-24";20.23;"S643";39.37
"O691691";"C00033";"P0030";1;30.05;"2006-07-25";"Cancelled";"Credit card";"Central";0.05;"larsonemma@powell.com";"2015-02-25";"Other";"Gold";"Cleaning Product 72";"Cleaning";"2004-04-25";9.77;"S455";28.55
"O838951";"C00034";"P0013";1;28.05;"2006-07-25";"Delivered";"Credit card";"North";0.0;"barnesbrandy@stewart.com";"2006-10-24";"Female";"Gold";"Cleaning Product 94";"Cleaning";"2017-06-25";36.52;"S914";28.05
"O879815";"C00034";"P0008";5;31.1;"2006-07-25";"Delivered";"Credit card";"North";0.0;"barnesbrandy@stewart.com";"2006-10-24";"Female";"Gold";"Storage Product 47";"Storage";"2029-08-24";31.96;"S788";155.5
"O137720";"C00034";"P0018";4;22.01;"2006-07-25";"Delayed";"Credit card";"West";0.2;"barnesbrandy@stewart.com";"2006-10-24";"Female";"Gold";"Storage Product 37";"Storage";"2018-07-24";6.08;"S767";70.43
"O983263";"C00034";"P0013";3;8.83;"2006-07-25";"Cancelled";"Bank transfer";"Central";0.1;"barnesbrandy@stewart.com";"2006-10-24";"Female";"Gold";"Cleaning Product 94";"Cleaning";"2017-06-25";36.52;"S914";23.84
"O982766";"C00034";"P0014";5;43.81;"2006-07-25";"Delayed";"Paypal";"South";0.1;"barnesbrandy@stewart.com";"2006-10-24";"Female";"Gold";"Outdoors Product 91";"Outdoors";"2002-02-25";13.22;"S876";197.15
"O784597";"C00035";"P0011";1;18.21;"2006-07-25";"Delivered";"Bank transfer";"Central";0.05;"panderson@yahoo.com";"2030-12-24";"Other";"Silver";"Kitchen Product 53";"Kitchen";"2025-03-25";11.08;"S645";17.3
"O467892";"C00035";"P0025";1;42.54;"2006-07-25";"Delayed";"Bank transfer";"East";0.05;"panderson@yahoo.com";"2030-12-24";"Other";"Silver";"Cleaning Product 84";"Cleaning";"2016-07-24";15.24;"S503";40.41
"O593413";"C00035";"P0011";2;29.73;"2006-07-25";"Delivered";"Credit card";"East";0.0;"panderson@yahoo.com";"2030-12-24";"Other";"Silver";"Kitchen Product 53";"Kitchen";"2025-03-25";11.08;"S645";59.46
"O654906";"C00035";"P0018";5;40.72;"2006-07-25";"Delivered";"Bank transfer";"North";0.15;"panderson@yahoo.com";"2030-12-24";"Other";"Silver";"Storage Product 37";"Storage";"2018-07-24";6.08;"S767";173.06
"O175581";"C00037";"P0011";4;35.47;"2006-07-25";"Delayed";"Credit card";"South";0.15;"williamanderson@ibarra-suarez.com";"2024-10-24";"Female";"Gold";"Kitchen Product 53";"Kitchen";"2025-03-25";11.08;"S645";120.6
"O883089";"C00037";"P0024";1;17.48;"2006-07-25";"Delayed";"Credit card";"North";0.0;"williamanderson@ibarra-suarez.com";"2024-10-24";"Female";"Gold";"Storage Product 87";"Storage";"2024-02-25";26.33;"S558";17.48
"O209681";"C00037";"P0007";2;38.18;"2006-07-25";"Delayed";"Paypal";"North";0.2;"williamanderson@ibarra-suarez.com";"2024-10-24";"Female";"Gold";"Personal Care Product 64";"Personal Care";"2030-09-24";33.63;"S379";61.09
"O154588";"C00037";"P0015";4;33.8;"2006-07-25";"Delayed";"Credit card";"Central";0.0;"williamanderson@ibarra-suarez.com";"2024-10-24";"Female";"Gold";"Storage Product 10";"Storage";"2008-08-24";39.21;"S466";135.2
"O937929";"C00037";"P0028";3;8.44;"2006-07-25";"Delivered";"Credit card";"North";0.1;"williamanderson@ibarra-suarez.com";"2024-10-24";"Female";"Gold";"Outdoors Product 53";"Outdoors";"2010-04-25";34.28;"S587";22.79
